Аккумулятор HTC Desire SV (BH98100),500   ₽,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_desire_sv_bh98100_882451789
Htc dual hd,800   ₽,Петровско-Разумовская,https://www.avito.ru/moskva/telefony/htc_dual_hd_844845387
"Стекла и чехлы HTC 10, Desire Plus U11,U12",100   ₽,Баррикадная,https://www.avito.ru/moskva/telefony/stekla_i_chehly_htc_10_desire_plus_u11u12_1609426549
Htc disire 626 не включается,1 500   ₽,Охотный ряд,https://www.avito.ru/moskva/telefony/htc_disire_626_ne_vklyuchaetsya_1491477877
HTC One M8 32Gb T-Mobile,5 000   ₽,Рязанский проспект,https://www.avito.ru/moskva/telefony/htc_one_m8_32gb_t-mobile_1724274197
Ориг. задняя крышка htc One mini M4601s 601n 601e,1 500   ₽,Тимирязевская,https://www.avito.ru/moskva/telefony/orig._zadnyaya_kryshka_htc_one_mini_m4601s_601n_601e_950616650
Корпус Htc Incredible Оригинал,250   ₽,Римская,https://www.avito.ru/moskva/telefony/korpus_htc_incredible_original_729062094
Htc,200   ₽,Селигерская,https://www.avito.ru/moskva/telefony/htc_1769160683
Чехол HTC ONE,500   ₽,ВДНХ,https://www.avito.ru/moskva/telefony/chehol_htc_one_1341680295
Аккумулятор HTC BM60100,250   ₽,Римская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_bm60100_981858708
Чехлы HTC m8,100   ₽,Медведково,https://www.avito.ru/moskva/telefony/chehly_htc_m8_1638581342
HTC one v,500   ₽,Славянский бульвар,https://www.avito.ru/moskva/telefony/htc_one_v_1809794601
HTC Desire 620G,3 300   ₽,Шипиловская,https://www.avito.ru/moskva/telefony/htc_desire_620g_933966976
HTC One M7 32Gb по запчастям,300   ₽,Новогиреево,https://www.avito.ru/moskva/telefony/htc_one_m7_32gb_po_zapchastyam_1197966601
Тачскрины HTC в ассортименте,200   ₽,Савеловская,https://www.avito.ru/moskva/telefony/tachskriny_htc_v_assortimente_885296586
HTS Desire 700 dual sim,1 000   ₽,Преображенская площадь,https://www.avito.ru/moskva/telefony/hts_desire_700_dual_sim_1778470987
Телефон htc sensation,3 500   ₽,Кунцевская,https://www.avito.ru/moskva/telefony/telefon_htc_sensation_1431104842
HTC Sensation XE,2 000   ₽,Бабушкинская,https://www.avito.ru/moskva/telefony/htc_sensation_xe_1598506820
HTC Sensation XE,2 000   ₽,Алтуфьево,https://www.avito.ru/moskva/telefony/htc_sensation_xe_1518664123
Тел. HTC,600   ₽,Марксистская,https://www.avito.ru/moskva/telefony/tel._htc_1588616557
Htc one X,Бесплатно,Щелковская,https://www.avito.ru/moskva/telefony/htc_one_x_1797013482
HTC Sensation Бампер,500   ₽,Библиотека им. Ленина,https://www.avito.ru/moskva/telefony/htc_sensation_bamper_1185860347
Htc,500   ₽,Площадь революции,https://www.avito.ru/moskva/telefony/htc_611354908
HTC legend и МТС surf2 4G,500   ₽,Алексеевская,https://www.avito.ru/moskva/telefony/htc_legend_i_mts_surf2_4g_1833358860
Аккумулятор HTC 8X Оригинал,300   ₽,Римская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_8x_original_755649527
HTC One Dual SIM (серебристый),4 900   ₽,Академическая,https://www.avito.ru/moskva/telefony/htc_one_dual_sim_serebristyy_880035575
HTC Desire 516 dual SIM,1 500   ₽,Аэропорт,https://www.avito.ru/moskva/telefony/htc_desire_516_dual_sim_1806318082
HTC Desire 516 dual SIM,1 500   ₽,Аэропорт,https://www.avito.ru/moskva/telefony/htc_desire_516_dual_sim_1806318082
HTC ONE,3 500   ₽,Кузьминки,https://www.avito.ru/moskva/telefony/htc_one_1800613882
Телефон HTC Desire 628 dual sim,4 500   ₽,Площадь Ильича,https://www.avito.ru/moskva/telefony/telefon_htc_desire_628_dual_sim_1807483305
Чехол HTC Incredible S,150   ₽,Алтуфьево,https://www.avito.ru/moskva/telefony/chehol_htc_incredible_s_844865961
HTC,800   ₽,Войковская,https://www.avito.ru/moskva/telefony/htc_1801000058
Аккумулятор HTC Desire 320/510/601/700 (BM65100),500   ₽,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_desire_320510601700_bm65100_775419738
HTC Desire Eye,4 500   ₽,Охотный ряд,https://www.avito.ru/moskva/telefony/htc_desire_eye_1812403282
HTC Desire A8181 по запчастям,300   ₽,Новогиреево,https://www.avito.ru/moskva/telefony/htc_desire_a8181_po_zapchastyam_957178327
HTC Touch HD (T8282),2 000   ₽,Рассказовка,https://www.avito.ru/moskva/telefony/htc_touch_hd_t8282_1147017733
Аккумулятор HTC Desire 310/Desire 310 Dual Sim,500   ₽,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_desire_310desire_310_dual_sim_775392407
HTC ONE M9,4 000   ₽,Сокольники,https://www.avito.ru/moskva/telefony/htc_one_m9_1807429020
Htc desire z,2 000   ₽,Планерная,https://www.avito.ru/moskva/telefony/htc_desire_z_874227723
Чехлы для htc Desire 516,50   ₽,Царицыно,https://www.avito.ru/moskva/telefony/chehly_dlya_htc_desire_516_753247663
HTC One M7 HTC desire 600 dual sim запчасти,800   ₽,Пролетарская,https://www.avito.ru/moskva/telefony/htc_one_m7_htc_desire_600_dual_sim_zapchasti_1083537281
HTC radar,2 500   ₽,Раменки,https://www.avito.ru/moskva/telefony/htc_radar_1803717434
Дисплей HTC Desire 830 в сборе,1 400   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/displey_htc_desire_830_v_sbore_826183920
HTC desire c,1 000   ₽,Автозаводская,https://www.avito.ru/moskva/telefony/htc_desire_c_1791455843
HTC 816,5 000   ₽,Новокосино,https://www.avito.ru/moskva/telefony/htc_816_1703630683
HTC One M9,1 000   ₽,Чертановская,https://www.avito.ru/moskva/telefony/htc_one_m9_1787374177
Htc windows phone 8x синий,2 000   ₽,Теплый стан,https://www.avito.ru/moskva/telefony/htc_windows_phone_8x_siniy_1811061382
Корпус HTC Wildfire Оригинал,300   ₽,Римская,https://www.avito.ru/moskva/telefony/korpus_htc_wildfire_original_747983466
HTC Touch Viva,500   ₽,Митино,https://www.avito.ru/moskva/telefony/htc_touch_viva_1579965765
Новый Смартфон HTC Wildfire E 32Gb,6 500   ₽,Марьина Роща,https://www.avito.ru/moskva/telefony/novyy_smartfon_htc_wildfire_e_32gb_1812289046
HTC EVO 3D (ростест),6 700   ₽,Новогиреево,https://www.avito.ru/moskva/telefony/htc_evo_3d_rostest_790320478
Чехол HTC One M9 Plus,149   ₽,Первомайская,https://www.avito.ru/moskva/telefony/chehol_htc_one_m9_plus_1796445662
Корпус HTC One V Оригинал,200   ₽,Римская,https://www.avito.ru/moskva/telefony/korpus_htc_one_v_original_732090201
Htc desire 830,3 500   ₽,Некрасовка,https://www.avito.ru/moskva/telefony/htc_desire_830_1819991270
HTC one E9s dual sim,3 500   ₽,Щелковская,https://www.avito.ru/moskva/telefony/htc_one_e9s_dual_sim_1720604117
Htc one mini,1 700   ₽,Рязанский проспект,https://www.avito.ru/moskva/telefony/htc_one_mini_1805773387
HTC desire 200,200   ₽,Цветной бульвар,https://www.avito.ru/moskva/telefony/htc_desire_200_1807445191
HTC Desire HD A9191 по запчастям,300   ₽,Новогиреево,https://www.avito.ru/moskva/telefony/htc_desire_hd_a9191_po_zapchastyam_1184269247
HTC duas 620 в идеальном состоянии,4 000   ₽,Алтуфьево,https://www.avito.ru/moskva/telefony/htc_duas_620_v_idealnom_sostoyanii_1646660409
Шлейф HTC One M8 (разъем зарядки и микрофон),350   ₽,Площадь революции,https://www.avito.ru/moskva/telefony/shleyf_htc_one_m8_razem_zaryadki_i_mikrofon_769955163
HTC ONE M9+,8 000   ₽,Селигерская,https://www.avito.ru/moskva/telefony/htc_one_m9_1610538994
HTC P 4350 Herald PRO inlux,1 490   ₽,Митино,https://www.avito.ru/moskva/telefony/htc_p_4350_herald_pro_inlux_1641648098
HTC Desire 600 dual sim,3 500   ₽,Бабушкинская,https://www.avito.ru/moskva/telefony/htc_desire_600_dual_sim_1797986550
Задняя крышка HTC Desire 310 Синий,200   ₽,Римская,https://www.avito.ru/moskva/telefony/zadnyaya_kryshka_htc_desire_310_siniy_745622150
Чехол для HTC U12+ Plus,400   ₽,Пражская,https://www.avito.ru/moskva/telefony/chehol_dlya_htc_u12_plus_1795678892
Htc One X,4 999   ₽,Марьина Роща,https://www.avito.ru/moskva/telefony/htc_one_x_1815050677
HTC x10,9 000   ₽,Медведково,https://www.avito.ru/moskva/telefony/htc_x10_1764576387
HTC ONE M8 и Desire HD 2,3 500   ₽,Некрасовка,https://www.avito.ru/moskva/telefony/htc_one_m8_i_desire_hd_2_1817330008
Телефон HTC,300   ₽,ВДНХ,https://www.avito.ru/moskva/telefony/telefon_htc_1343086837
HTC -Desire 600 dual sim,5 700   ₽,Щукинская,https://www.avito.ru/moskva/telefony/htc_-desire_600_dual_sim_1820503082
HTC One E8 Dual sim,3 000   ₽,Ясенево,https://www.avito.ru/moskva/telefony/htc_one_e8_dual_sim_993450101
Htc,500   ₽,Планерная,https://www.avito.ru/moskva/telefony/htc_870355998
HTC One Max (запчасти),500   ₽,Царицыно,https://www.avito.ru/moskva/telefony/htc_one_max_zapchasti_1256258789
Дисплей HTC Desire 816G комплект с сенсором,800   ₽,Савеловская,https://www.avito.ru/moskva/telefony/displey_htc_desire_816g_komplekt_s_sensorom_888845809
HTC P4350,1 500   ₽,Улица академика Янгеля,https://www.avito.ru/moskva/telefony/htc_p4350_1723205541
HTC One X+ 64Гб с док станцией Android 5.1,3 000   ₽,Домодедовская,https://www.avito.ru/moskva/telefony/htc_one_x_64gb_s_dok_stantsiey_android_5.1_1586754315
HTC titan,2 500   ₽,Перово,https://www.avito.ru/moskva/telefony/htc_titan_1233420561
HTC U ultra (требует ремонта),2 500   ₽,Профсоюзная,https://www.avito.ru/moskva/telefony/htc_u_ultra_trebuet_remonta_1794890993
HTC 516,450   ₽,Площадь Ильича,https://www.avito.ru/moskva/telefony/htc_516_1404956729
HTC MAX 4G,1 000   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/htc_max_4g_1016866063
Дисплей и камера HTC desire 620g dual sim на запча,50   ₽,Текстильщики,https://www.avito.ru/moskva/telefony/displey_i_kamera_htc_desire_620g_dual_sim_na_zapcha_1654575761
Аккумулятор HTC Windows Phone 8X (BM23100),500   ₽,Площадь революции,https://www.avito.ru/moskva/telefony/akkumulyator_htc_windows_phone_8x_bm23100_775627267
Аккумулятор HTC T7373 Touch Pro 2 Оригинал,200   ₽,Римская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_t7373_touch_pro_2_original_763237907
HTC,1 000   ₽,Третьяковская,https://www.avito.ru/moskva/telefony/htc_1205055106
HTC one A9,7 000   ₽,Войковская,https://www.avito.ru/moskva/telefony/htc_one_a9_1795768252
Защитное стекло для HTC,100   ₽,Селигерская,https://www.avito.ru/moskva/telefony/zaschitnoe_steklo_dlya_htc_1428037106
Аккумулятор HTC Desire 626 (B0PKX100),500   ₽,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_desire_626_b0pkx100_1221472983
HTC Wildfire S,2 200   ₽,Лермонтовский проспект,https://www.avito.ru/moskva/telefony/htc_wildfire_s_1791932843
Htc desire держатель в авто,100   ₽,Медведково,https://www.avito.ru/moskva/telefony/htc_desire_derzhatel_v_avto_333483372
Htc wildfire,500   ₽,Библиотека им. Ленина,https://www.avito.ru/moskva/telefony/htc_wildfire_1817109614
Продам телефон,1 000   ₽,Селигерская,https://www.avito.ru/moskva/telefony/prodam_telefon_1813279090
HTC Desire V RUS после падения не очнулся,1 000   ₽,Чертановская,https://www.avito.ru/moskva/telefony/htc_desire_v_rus_posle_padeniya_ne_ochnulsya_873137696
HTC Desire X (PCT),3 400   ₽,Новогиреево,https://www.avito.ru/moskva/telefony/htc_desire_x_pct_1163475934
Аккумулятор htc one mini 2,500   ₽,Орехово,https://www.avito.ru/moskva/telefony/akkumulyator_htc_one_mini_2_884254079
HTC 620g,700   ₽, ,https://www.avito.ru/moskva_zelenograd/telefony/htc_620g_1782915353?slocation=637640
Аккумулятор HTC One V T320E BK76100 Оригинал,200   ₽,Римская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_one_v_t320e_bk76100_original_763651027
Дисплей HTC One A9 в сборе,3 500   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/displey_htc_one_a9_v_sbore_754245133
Смартфон HTC One mini 16Gb,3 060   ₽,Люблино,https://www.avito.ru/moskva/telefony/smartfon_htc_one_mini_16gb_1815938633
Силиконовый чехол для HTC one E8,100   ₽,Калужская,https://www.avito.ru/moskva/telefony/silikonovyy_chehol_dlya_htc_one_e8_874817983
HTC ONE,500   ₽,Новопеределкино,https://www.avito.ru/moskva/telefony/htc_one_1799240135
HTC one X,2 000   ₽,Планерная,https://www.avito.ru/moskva/telefony/htc_one_x_1771256312
HTC A8181,1 000   ₽,Октябрьское поле,https://www.avito.ru/moskva/telefony/htc_a8181_1795932141
Батарея для HTC Sensation XL родная,300   ₽,Красногвардейская,https://www.avito.ru/moskva/telefony/batareya_dlya_htc_sensation_xl_rodnaya_1379819339
HTC Sensation XE,1 500   ₽,Октябрьское поле,https://www.avito.ru/moskva/telefony/htc_sensation_xe_1791458873
HTC Desire 400 dual sim,2 000   ₽,Солнцево,https://www.avito.ru/moskva/telefony/htc_desire_400_dual_sim_1773858259
HTC Wildfire (A3333),2 500   ₽,Новогиреево,https://www.avito.ru/moskva/telefony/htc_wildfire_a3333_552889739
"Дисплей HTC One E9 Plus, комплект с сенсором",700   ₽,Савеловская,https://www.avito.ru/moskva/telefony/displey_htc_one_e9_plus_komplekt_s_sensorom_888848275
Дисплей HTC Desire 510 комплект с сенсором,500   ₽,Савеловская,https://www.avito.ru/moskva/telefony/displey_htc_desire_510_komplekt_s_sensorom_885295152
Чехлы для Xiaomi Mi5S и для HTC m8,100   ₽,Пролетарская,https://www.avito.ru/moskva/telefony/chehly_dlya_xiaomi_mi5s_i_dlya_htc_m8_1066796656
HTC Desire 816,5 500   ₽,Новогиреево,https://www.avito.ru/moskva/telefony/htc_desire_816_1818377123
HTC desire 526G Dual sim,2 000   ₽,Профсоюзная,https://www.avito.ru/moskva/telefony/htc_desire_526g_dual_sim_1787521555
Задняя крышка HTC U Play (разные цвета),950   ₽,Савеловская,https://www.avito.ru/moskva/telefony/zadnyaya_kryshka_htc_u_play_raznye_tsveta_1390507402
HTC Desire HD,1 000   ₽,Бабушкинская,https://www.avito.ru/moskva/telefony/htc_desire_hd_1785078616
Аккумулятор HTC Desire 816 (B0P9C100),500   ₽,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_desire_816_b0p9c100_775456336
Кожаный чехол для HTC Incredible S,200   ₽,Новогиреево,https://www.avito.ru/moskva/telefony/kozhanyy_chehol_dlya_htc_incredible_s_1272349989
HTC,1 000   ₽,Аэропорт,https://www.avito.ru/moskva/telefony/htc_1469688678
Htc desire s,650   ₽,Аэропорт,https://www.avito.ru/moskva/telefony/htc_desire_s_1581671543
Htc wildfire a3333,1 500   ₽,Орехово,https://www.avito.ru/moskva/telefony/htc_wildfire_a3333_1190894651
Оригинальная зарядка HTC Из комплекта,499   ₽,Юго-Западная,https://www.avito.ru/moskva/telefony/originalnaya_zaryadka_htc_iz_komplekta_536722989
Аккумулятор HTC Desire 616 Dual,300   ₽,Римская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_desire_616_dual_1088408010
HTC one X (на запчасти/ремонт),1 000   ₽,Охотный ряд,https://www.avito.ru/moskva/telefony/htc_one_x_na_zapchastiremont_1387180354
Аккумулятор HTC Desire 610 (B0P9O100),500   ₽,Площадь революции,https://www.avito.ru/moskva/telefony/akkumulyator_htc_desire_610_b0p9o100_775430450
Крепление на велосипед для HTC HD2,300   ₽,Воробьевы Горы,https://www.avito.ru/moskva/telefony/kreplenie_na_velosiped_dlya_htc_hd2_1410722882
Htc max 4g,2 000   ₽,Новокосино,https://www.avito.ru/moskva/telefony/htc_max_4g_1794170688
HTC Diamond P3700,800   ₽, ,https://www.avito.ru/moskva_zelenograd/telefony/htc_diamond_p3700_1779060605?slocation=637640
HTC one A9,4 000   ₽,Юго-Западная,https://www.avito.ru/moskva/telefony/htc_one_a9_1809014884
Htc m8n,1 500   ₽,Новые Черемушки,https://www.avito.ru/moskva/telefony/htc_m8n_1797108937
HTC OnePlus 3,5 900   ₽,Улица академика Янгеля,https://www.avito.ru/moskva/telefony/htc_oneplus_3_1803590766
HTC U11 4/64 на 2симкарты,7 000   ₽,Трубная,https://www.avito.ru/moskva/telefony/htc_u11_464_na_2simkarty_945926815
Чехол HTC SAMSUNG,100   ₽,Алма-Атинская,https://www.avito.ru/moskva/telefony/chehol_htc_samsung_463010744
HTC One m7 дисплей,1 000   ₽,Дмитровская,https://www.avito.ru/moskva/telefony/htc_one_m7_displey_1596150898
Продается телефон HTC Desire V,2 500   ₽,Кунцевская,https://www.avito.ru/moskva/telefony/prodaetsya_telefon_htc_desire_v_1819148313
HTC рабочий,500   ₽,Бабушкинская,https://www.avito.ru/moskva/telefony/htc_rabochiy_1773756394
Телефон HTC MAX 4G,8 499   ₽,Беляево,https://www.avito.ru/moskva/telefony/telefon_htc_max_4g_249989322
HTC Desire HD + автомобильный держатель нтс,2 500   ₽,Беговая,https://www.avito.ru/moskva/telefony/htc_desire_hd_avtomobilnyy_derzhatel_nts_242182491
32 Gb HTC One M7,1 800   ₽,Бульвар Дмитрия Донского,https://www.avito.ru/moskva/telefony/32_gb_htc_one_m7_1791360641
HTC,400   ₽,Бабушкинская,https://www.avito.ru/moskva/telefony/htc_1021019913
HTC U12+ на запчасти или ремонт,12 000   ₽,Бабушкинская,https://www.avito.ru/moskva/telefony/htc_u12_na_zapchasti_ili_remont_1812882571
HTC one x 16gb,2 500   ₽,Домодедовская,https://www.avito.ru/moskva/telefony/htc_one_x_16gb_1597324815
HTC U11 Plus,16 000   ₽,Митино,https://www.avito.ru/moskva/telefony/htc_u11_plus_1791510229
Htc one,3 500   ₽, ,https://www.avito.ru/moskva_zelenograd/telefony/htc_one_1807103778?slocation=637640
HTC,1 000   ₽,Люблино,https://www.avito.ru/moskva/telefony/htc_1184106699
HTC Desire A8181,850   ₽,Охотный ряд,https://www.avito.ru/moskva/telefony/htc_desire_a8181_1355452588
"Смартфон HTC legend, оригинал",2 000   ₽,Бабушкинская,https://www.avito.ru/moskva/telefony/smartfon_htc_legend_original_1113437253
Коммуникатор htc,450   ₽,Планерная,https://www.avito.ru/moskva/telefony/kommunikator_htc_1764425304
Аккумуляторы HTC в ассортименте,400   ₽,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyatory_htc_v_assortimente_957236657
HTC HD2 телефон легенда,1 500   ₽,Бабушкинская,https://www.avito.ru/moskva/telefony/htc_hd2_telefon_legenda_1805678439
Htc телефон,1 000   ₽,Аэропорт,https://www.avito.ru/moskva/telefony/htc_telefon_1519523119
HTC One M8 на запчасти,500   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/htc_one_m8_na_zapchasti_1778720742
HTC Desire 610,1 000   ₽,Улица Горчакова,https://www.avito.ru/moskva/telefony/htc_desire_610_1574709594
Htc wildfire s,1 000   ₽,Первомайская,https://www.avito.ru/moskva/telefony/htc_wildfire_s_1810967220
HTC Sensation XE Z715e (PG58130) по запчастям,300   ₽,Новогиреево,https://www.avito.ru/moskva/telefony/htc_sensation_xe_z715e_pg58130_po_zapchastyam_1093173019
Телефон HTC touch2,1 200   ₽,Спортивная,https://www.avito.ru/moskva/telefony/telefon_htc_touch2_1628280268
Htc desire 526g dual sim,2 000   ₽,Красные ворота,https://www.avito.ru/moskva/telefony/htc_desire_526g_dual_sim_1799904026
"Все HTC тут - One M10, A9, S9, M8, E9s, 628 и",6 999   ₽,Савеловская,https://www.avito.ru/moskva/telefony/vse_htc_tut_-_one_m10_a9_s9_m8_e9s_628_i_896957008
"HTC One M9 Новый, Оригинал",8 500   ₽,Белорусская,https://www.avito.ru/moskva/telefony/htc_one_m9_novyy_original_1685078827
HTC Desire 500 Dual Sim,300   ₽,Серпуховская,https://www.avito.ru/moskva/telefony/htc_desire_500_dual_sim_1819120344
HTC Desire SV по запчастям,300   ₽,Новогиреево,https://www.avito.ru/moskva/telefony/htc_desire_sv_po_zapchastyam_1232845049
Дисплей HTC Desire 601 в сборе,1 500   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/displey_htc_desire_601_v_sbore_590952527
HTC One X/ SAMSUNG sm-g350e,2 000   ₽,Планерная,https://www.avito.ru/moskva/telefony/htc_one_x_samsung_sm-g350e_1815844156
Дисплей HTC M7,500   ₽,Белорусская,https://www.avito.ru/moskva/telefony/displey_htc_m7_1018208961
Дисплей HTC Desire 616 в сборе,1 400   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/displey_htc_desire_616_v_sbore_574825830
Дисплей HTC One mini в сборе,1 000   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/displey_htc_one_mini_v_sbore_568527174
Продаю телефон HTC Desire S Black,4 000   ₽,Бабушкинская,https://www.avito.ru/moskva/telefony/prodayu_telefon_htc_desire_s_black_509394196
HTC One X,3 000   ₽,Кожуховская,https://www.avito.ru/moskva/telefony/htc_one_x_1068578169
Дисплей HTC Desire 310 в сборе,1 000   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/displey_htc_desire_310_v_sbore_568511612
HTC desire X,1 500   ₽,Варшавская,https://www.avito.ru/moskva/telefony/htc_desire_x_1458170984
"Чехол книжка для HTC Desire 300,nillkin",300   ₽,Чертановская,https://www.avito.ru/moskva/telefony/chehol_knizhka_dlya_htc_desire_300nillkin_1142467894
HTC 7 Trophy,1 000   ₽,Дубровка,https://www.avito.ru/moskva/telefony/htc_7_trophy_87048850
HTC sensation,1 500   ₽,Котельники,https://www.avito.ru/moskva/telefony/htc_sensation_967105741
Аккумулятор HTC Desire 400 Dual Sim (BO47100),500   ₽,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_desire_400_dual_sim_bo47100_775397169
Автокомплект HTC Car D100 для HTC One S,799   ₽,Борисово,https://www.avito.ru/moskva/telefony/avtokomplekt_htc_car_d100_dlya_htc_one_s_877680567
HTC desire hd a9191\PD98100,1 500   ₽,Молодежная,https://www.avito.ru/moskva/telefony/htc_desire_hd_a9191pd98100_1779233007
Стекло и дисплей HTC T8585 HD2/EVO 4G HTC Desire,1 500   ₽,Улица академика Янгеля,https://www.avito.ru/moskva/telefony/steklo_i_displey_htc_t8585_hd2evo_4g_htc_desire_156823943
HTC Desire 310,600   ₽,Медведково,https://www.avito.ru/moskva/telefony/htc_desire_310_1802436344
HTC desire S,500   ₽,Тверская,https://www.avito.ru/moskva/telefony/htc_desire_s_1272404965
HTC,3 000   ₽,Фонвизинская,https://www.avito.ru/moskva/telefony/htc_1192666842
HTC desire S,500   ₽,Тверская,https://www.avito.ru/moskva/telefony/htc_desire_s_1272404965
HTC Desire 310,600   ₽,Медведково,https://www.avito.ru/moskva/telefony/htc_desire_310_1802436344
HTC Legend,500   ₽,Щелковская,https://www.avito.ru/moskva/telefony/htc_legend_1385356602
HTC,1 000   ₽,Улица Старокачаловская,https://www.avito.ru/moskva/telefony/htc_1402931187
HTC desire HD,300   ₽,Улица Старокачаловская,https://www.avito.ru/moskva/telefony/htc_desire_hd_956470889
Аккумулятор HTC,300   ₽,Дмитровская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_1112379318
"Чехол книжка для HTC Desire 300,nillkin",300   ₽,Чертановская,https://www.avito.ru/moskva/telefony/chehol_knizhka_dlya_htc_desire_300nillkin_1142467894
Стекло и дисплей HTC T8585 HD2/EVO 4G HTC Desire,1 500   ₽,Улица академика Янгеля,https://www.avito.ru/moskva/telefony/steklo_i_displey_htc_t8585_hd2evo_4g_htc_desire_156823943
Дисплей HTC One ME в сборе,1 300   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/displey_htc_one_me_v_sbore_651179798
"Htc 10, 32GB, озу 3GB, 8 ядер, NFS",3 500   ₽,Кузьминки,https://www.avito.ru/moskva/telefony/htc_10_32gb_ozu_3gb_8_yader_nfs_1810757592
Телефон HTC Desire S Kodak G,650   ₽,Улица Дмитриевского,https://www.avito.ru/moskva/telefony/telefon_htc_desire_s_kodak_g_1821402819
Телефон htc touch p3450,600   ₽,Молодежная,https://www.avito.ru/moskva/telefony/telefon_htc_touch_p3450_1327006196
HTC One m8 dual SIM,9 500   ₽,Новогиреево,https://www.avito.ru/moskva/telefony/htc_one_m8_dual_sim_1806554353
HTC ONE mini 2,3 499   ₽,Отрадное,https://www.avito.ru/moskva/telefony/htc_one_mini_2_1620530556
HTC Desire A8181,800   ₽,Волжская,https://www.avito.ru/moskva/telefony/htc_desire_a8181_1693069742
Чехол на HTC One,500   ₽,Кунцевская,https://www.avito.ru/moskva/telefony/chehol_na_htc_one_935202163
Защитные стекла HTC на все модели,150   ₽,Южная,https://www.avito.ru/moskva/telefony/zaschitnye_stekla_htc_na_vse_modeli_1790133769
Htc desire 310,1 000   ₽,Войковская,https://www.avito.ru/moskva/telefony/htc_desire_310_884934457
Дисплей HTC Desire 816 в сборе,1 500   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/displey_htc_desire_816_v_sbore_568521740
Дисплей HTC One в сборе,800   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/displey_htc_one_v_sbore_568683337
Чехол для HTC One M8,350   ₽,Братиславская,https://www.avito.ru/moskva/telefony/chehol_dlya_htc_one_m8_685490092
Дисплей с сенсором HTC Desire 526G,1 000   ₽,Царицыно,https://www.avito.ru/moskva/telefony/displey_s_sensorom_htc_desire_526g_682067665
Задняя крышка HTC Desire 400 Dual Чёрный,200   ₽,Римская,https://www.avito.ru/moskva/telefony/zadnyaya_kryshka_htc_desire_400_dual_chernyy_747970646
HTC Incredible S,1 499   ₽,Технопарк,https://www.avito.ru/moskva/telefony/htc_incredible_s_1808940781
Телефон HTC One M7 32GB,4 500   ₽,Юго-Западная,https://www.avito.ru/moskva/telefony/telefon_htc_one_m7_32gb_1482876161
Стекла и чехлы HTC Desire One,100   ₽,Баррикадная,https://www.avito.ru/moskva/telefony/stekla_i_chehly_htc_desire_one_1625864054
Htc max 4g,1 200   ₽,Улица академика Янгеля,https://www.avito.ru/moskva/telefony/htc_max_4g_1351299337
Смартфон HTC (A101),990   ₽,Выхино,https://www.avito.ru/moskva/telefony/smartfon_htc_a101_745218499
HTC Desire X,2 500   ₽,Аэропорт,https://www.avito.ru/moskva/telefony/htc_desire_x_1821069497
HTC U12+ в отличном состоянии,19 500   ₽,Площадь революции,https://www.avito.ru/moskva/telefony/htc_u12_v_otlichnom_sostoyanii_1804206336
HTC Desire 510,3 000   ₽,Пролетарская,https://www.avito.ru/moskva/telefony/htc_desire_510_1783059105
Дисплей HTC Desire 820 в сборе,1 200   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/displey_htc_desire_820_v_sbore_568522328
Смартфон HTC Wildfire S,2 000   ₽,Строгино,https://www.avito.ru/moskva/telefony/smartfon_htc_wildfire_s_1805346585
Дисплей HTC Desire 300 в сборе,1 200   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/displey_htc_desire_300_v_sbore_568485326
Телефоны,400   ₽,Славянский бульвар,https://www.avito.ru/moskva/telefony/telefony_1846752273
Huawei honor note 10 black,4 990   ₽,Киевская,https://www.avito.ru/moskva/telefony/huawei_honor_note_10_black_1800937428
Дисплей HTC Desire 626 в сборе,1 400   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/displey_htc_desire_626_v_sbore_626679216
Дисплей HTC Butterfly 2 в сборе,1 800   ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/displey_htc_butterfly_2_v_sbore_568484527
